plate_ID,Source Well,ASAP_batch_ID,Vol from stock nl
1530852-Y4-221,B07,ASAP-0017216-001,200
1530852-Y4-221,C07,ASAP-0017217-001,200
1530852-Y4-221,D07,ASAP-0017218-001,200
1530852-Y4-221,E07,ASAP-0017219-001,200
1530852-Y4-221,F07,ASAP-0017220-001,200
1530852-Y4-221,G07,ASAP-0017221-001,200
1530852-Y4-221,H07,ASAP-0017222-001,200
1530852-Y4-221,I07,ASAP-0017223-001,200
1530852-Y4-221,J07,ASAP-0017224-001,200
1530852-Y4-221,K07,ASAP-0017225-001,200
1530852-Y4-221,L07,ASAP-0017226-001,200
1530852-Y4-221,M07,ASAP-0017227-001,200
1530852-Y4-221,N07,ASAP-0017228-001,200
1530852-Y4-221,O07,ASAP-0017229-001,200
1530852-Y4-221,P07,ASAP-0017230-001,200
1530852-Y4-221,Q07,ASAP-0017231-001,200
1530852-Y4-221,R07,ASAP-0017232-001,200
1530852-Y4-221,S07,ASAP-0017233-001,200
1530852-Y4-221,T07,ASAP-0017234-001,200
1530852-Y4-221,U07,ASAP-0017235-001,200
1530852-Y4-221,V07,ASAP-0017236-001,100
1530852-Y4-221,W07,ASAP-0017237-001,200
1530852-Y4-224,A05,ASAP-0017323-001,100
1530852-Y4-224,AA05,ASAP-0017383-001,200
1530852-Y4-224,AB05,ASAP-0017421-001,200
1530852-Y4-224,AC05,ASAP-0017343-001,200
1530852-Y4-224,AD05,ASAP-0017398-001,200
1530852-Y4-224,AE05,ASAP-0017382-001,200
1530852-Y4-224,AF05,ASAP-0017404-001,200
1530852-Y4-224,B05,ASAP-0017335-001,200
1530852-Y4-224,C05,ASAP-0017345-001,200
1530852-Y4-224,D05,ASAP-0017372-001,200
1530852-Y4-224,E05,ASAP-0017320-001,200
1530852-Y4-224,F05,ASAP-0017367-001,200
1530852-Y4-224,G05,ASAP-0017407-001,200
1530852-Y4-224,H05,ASAP-0017417-001,200
1530852-Y4-224,I05,ASAP-0017348-001,200
1530852-Y4-224,J05,ASAP-0017431-001,200
1530852-Y4-224,K05,ASAP-0017331-001,200
1530852-Y4-224,L05,ASAP-0017403-001,200
1530852-Y4-224,M05,ASAP-0017351-001,200
1530852-Y4-224,N05,ASAP-0017347-001,119
1530852-Y4-224,O05,ASAP-0017329-001,200
1530852-Y4-224,P05,ASAP-0017374-001,200
1530852-Y4-224,Q05,ASAP-0017364-001,200
1530852-Y4-224,R05,ASAP-0017375-001,200
1530852-Y4-224,S05,ASAP-0017396-001,200
1530852-Y4-224,T05,ASAP-0017397-001,200
1530852-Y4-224,U05,ASAP-0017384-001,200
1530852-Y4-224,V05,ASAP-0017411-001,200
1530852-Y4-224,W05,ASAP-0017332-001,200
1530852-Y4-224,X05,ASAP-0017423-001,200
1530852-Y4-224,Y05,ASAP-0017355-001,200
1530852-Y4-224,Z05,ASAP-0017373-001,200
1530852-Y4-224,A06,ASAP-0017357-001,200
1530852-Y4-224,AA06,ASAP-0017401-001,200
1530852-Y4-224,AB06,ASAP-0017327-001,200
1530852-Y4-224,AC06,ASAP-0017412-001,200
1530852-Y4-224,AD06,ASAP-0017387-001,200
1530852-Y4-224,AE06,ASAP-0017338-001,200
1530852-Y4-224,AF06,ASAP-0017418-001,200
1530852-Y4-224,B06,ASAP-0017389-001,200
1530852-Y4-224,C06,ASAP-0017363-001,200
1530852-Y4-224,D06,ASAP-0017321-001,200
1530852-Y4-224,E06,ASAP-0017416-001,200
1530852-Y4-224,F06,ASAP-0017415-001,200
1530852-Y4-224,G06,ASAP-0017368-001,200
1530852-Y4-224,H06,ASAP-0017340-001,200
1530852-Y4-224,I06,ASAP-0017392-001,200
1530852-Y4-224,J06,ASAP-0017353-001,200
1530852-Y4-224,K06,ASAP-0017334-001,200
1530852-Y4-224,L06,ASAP-0017337-001,200
1530852-Y4-224,M06,ASAP-0017377-001,200
1530852-Y4-224,N06,ASAP-0017371-001,200
1530852-Y4-224,O06,ASAP-0017432-001,200
1530852-Y4-224,P06,ASAP-0017395-001,200
1530852-Y4-224,Q06,ASAP-0017336-001,200
1530852-Y4-224,R06,ASAP-0017318-001,200
1530852-Y4-224,S06,ASAP-0017324-001,200
1530852-Y4-224,T06,ASAP-0017376-001,200
1530852-Y4-224,U06,ASAP-0017352-001,200
1530852-Y4-224,V06,ASAP-0017426-001,200
1530852-Y4-224,W06,ASAP-0017424-001,200
1530852-Y4-224,X06,ASAP-0017350-001,200
1530852-Y4-224,Y06,ASAP-0017399-001,200
1530852-Y4-224,Z06,ASAP-0017390-001,200
1530852-Y4-224,A07,ASAP-0017425-001,200
1530852-Y4-224,B07,ASAP-0017315-001,200
1530852-Y4-224,C07,ASAP-0017326-001,200
1530852-Y4-224,D07,ASAP-0017429-001,200
1530852-Y4-224,E07,ASAP-0017427-001,200
1530852-Y4-224,F07,ASAP-0017410-001,200
1530852-Y4-224,G07,ASAP-0017405-001,200
1530852-Y4-224,H07,ASAP-0017319-001,200
1530852-Y4-228,A05,ASAP-0017501-001,200
1530852-Y4-228,AA05,ASAP-0017527-001,200
1530852-Y4-228,AB05,ASAP-0017528-001,200
1530852-Y4-228,AC05,ASAP-0017529-001,200
1530852-Y4-228,AD05,ASAP-0017530-001,200
1530852-Y4-228,AE05,ASAP-0017531-001,200
1530852-Y4-228,AF05,ASAP-0017532-001,200
1530852-Y4-228,B05,ASAP-0017502-001,200
1530852-Y4-228,C05,ASAP-0017503-001,200
1530852-Y4-228,D05,ASAP-0017504-001,200
1530852-Y4-228,E05,ASAP-0017505-001,200
1530852-Y4-228,F05,ASAP-0017506-001,200
1530852-Y4-228,G05,ASAP-0017507-001,200
1530852-Y4-228,H05,ASAP-0017508-001,200
1530852-Y4-228,I05,ASAP-0017509-001,200
1530852-Y4-228,J05,ASAP-0017510-001,200
1530852-Y4-228,K05,ASAP-0017511-001,200
1530852-Y4-228,L05,ASAP-0017512-001,200
1530852-Y4-228,M05,ASAP-0017513-001,200
1530852-Y4-228,N05,ASAP-0017514-001,200
1530852-Y4-228,O05,ASAP-0017515-001,200
1530852-Y4-228,P05,ASAP-0017516-001,200
1530852-Y4-228,Q05,ASAP-0017517-001,200
1530852-Y4-228,R05,ASAP-0017518-001,200
1530852-Y4-228,S05,ASAP-0017519-001,200
1530852-Y4-228,T05,ASAP-0017520-001,200
1530852-Y4-228,U05,ASAP-0017521-001,200
1530852-Y4-228,V05,ASAP-0017522-001,200
1530852-Y4-228,W05,ASAP-0017523-001,200
1530852-Y4-228,X05,ASAP-0017524-001,200
1530852-Y4-228,Y05,ASAP-0017525-001,200
1530852-Y4-228,Z05,ASAP-0017526-001,200
1530852-Y4-228,A06,ASAP-0017533-001,200
1530852-Y4-228,AA06,ASAP-0017559-001,200
1530852-Y4-228,AB06,ASAP-0017560-001,200
1530852-Y4-228,AC06,ASAP-0017561-001,200
1530852-Y4-228,AD06,ASAP-0017562-001,200
1530852-Y4-228,AE06,ASAP-0017563-001,200
1530852-Y4-228,AF06,ASAP-0017564-001,200
1530852-Y4-228,B06,ASAP-0017534-001,200
1530852-Y4-228,C06,ASAP-0017535-001,200
1530852-Y4-228,D06,ASAP-0017536-001,200
1530852-Y4-228,E06,ASAP-0017537-001,200
1530852-Y4-228,F06,ASAP-0017538-001,200
1530852-Y4-228,G06,ASAP-0017539-001,200
1530852-Y4-228,H06,ASAP-0017540-001,200
1530852-Y4-228,I06,ASAP-0017541-001,200
1530852-Y4-228,J06,ASAP-0017542-001,200
1530852-Y4-228,K06,ASAP-0017543-001,200
1530852-Y4-228,L06,ASAP-0017544-001,200
1530852-Y4-228,M06,ASAP-0017545-001,100
1530852-Y4-228,N06,ASAP-0017546-001,200
1530852-Y4-228,O06,ASAP-0017547-001,200
1530852-Y4-228,P06,ASAP-0017548-001,200
1530852-Y4-228,Q06,ASAP-0017549-001,200
1530852-Y4-228,R06,ASAP-0017550-001,200
1530852-Y4-228,S06,ASAP-0017551-001,200
1530852-Y4-228,T06,ASAP-0017552-001,200
1530852-Y4-228,U06,ASAP-0017553-001,200
1530852-Y4-228,V06,ASAP-0017554-001,200
1530852-Y4-228,W06,ASAP-0017555-001,200
1530852-Y4-228,X06,ASAP-0017556-001,200
1530852-Y4-228,Y06,ASAP-0017557-001,200
1530852-Y4-228,Z06,ASAP-0017558-001,200
1530852-Y4-228,A07,ASAP-0017565-001,200
1530852-Y4-228,AA07,ASAP-0017591-001,200
1530852-Y4-228,AB07,ASAP-0017592-001,200
1530852-Y4-228,AC07,ASAP-0017593-001,200
1530852-Y4-228,AD07,ASAP-0017594-001,200
1530852-Y4-228,AE07,ASAP-0017595-001,200
1530852-Y4-228,AF07,ASAP-0017596-001,200
1530852-Y4-228,B07,ASAP-0017566-001,200
1530852-Y4-228,C07,ASAP-0017567-001,200
1530852-Y4-228,D07,ASAP-0017568-001,200
1530852-Y4-228,E07,ASAP-0017569-001,200
1530852-Y4-228,F07,ASAP-0017570-001,200
1530852-Y4-228,G07,ASAP-0017571-001,200
1530852-Y4-228,H07,ASAP-0017572-001,200
1530852-Y4-228,I07,ASAP-0017573-001,200
1530852-Y4-228,J07,ASAP-0017574-001,200
1530852-Y4-228,K07,ASAP-0017575-001,100
1530852-Y4-228,L07,ASAP-0017576-001,200
1530852-Y4-228,M07,ASAP-0017577-001,200
1530852-Y4-228,N07,ASAP-0017578-001,200
1530852-Y4-228,O07,ASAP-0017579-001,200
1530852-Y4-228,P07,ASAP-0017580-001,200
1530852-Y4-228,Q07,ASAP-0017581-001,200
1530852-Y4-228,R07,ASAP-0017582-001,200
1530852-Y4-228,S07,ASAP-0017583-001,30
1530852-Y4-228,T07,ASAP-0017584-001,200
1530852-Y4-228,U07,ASAP-0017585-001,200
1530852-Y4-228,V07,ASAP-0017586-001,200
1530852-Y4-228,W07,ASAP-0017587-001,200
1530852-Y4-228,X07,ASAP-0017588-001,200
1530852-Y4-228,Y07,ASAP-0017589-001,200
1530852-Y4-228,Z07,ASAP-0017590-001,200
1530852-Y4-228,A08,ASAP-0017597-001,200
1530852-Y4-228,B08,ASAP-0017598-001,100
1530852-Y4-228,C08,ASAP-0017599-001,200
1530852-Y4-228,D08,ASAP-0017600-001,200
1530852-Y4-231,A05,ASAP-0017630-001,200
1530852-Y4-231,AA05,ASAP-0017743-001,200
1530852-Y4-231,AB05,ASAP-0017704-001,200
1530852-Y4-231,AC05,ASAP-0017638-001,200
1530852-Y4-231,AD05,ASAP-0017717-001,200
1530852-Y4-231,AE05,ASAP-0017689-001,200
1530852-Y4-231,AF05,ASAP-0017644-001,200
1530852-Y4-231,B05,ASAP-0017709-001,200
1530852-Y4-231,C05,ASAP-0017738-001,200
1530852-Y4-231,D05,ASAP-0017718-001,200
1530852-Y4-231,E05,ASAP-0017744-001,200
1530852-Y4-231,F05,ASAP-0017742-001,200
1530852-Y4-231,G05,ASAP-0017735-001,200
1530852-Y4-231,H05,ASAP-0017666-001,200
1530852-Y4-231,I05,ASAP-0017703-001,200
1530852-Y4-231,J05,ASAP-0017672-001,200
1530852-Y4-231,K05,ASAP-0017658-001,200
1530852-Y4-231,L05,ASAP-0017694-001,200
1530852-Y4-231,M05,ASAP-0017605-001,200
1530852-Y4-231,N05,ASAP-0017637-001,200
1530852-Y4-231,O05,ASAP-0017722-001,200
1530852-Y4-231,P05,ASAP-0017679-001,200
1530852-Y4-231,Q05,ASAP-0017682-001,200
1530852-Y4-231,R05,ASAP-0017631-001,200
1530852-Y4-231,S05,ASAP-0017690-001,200
1530852-Y4-231,T05,ASAP-0017713-001,200
1530852-Y4-231,U05,ASAP-0017634-001,200
1530852-Y4-231,V05,ASAP-0017673-001,200
1530852-Y4-231,W05,ASAP-0017670-001,40
1530852-Y4-231,X05,ASAP-0017737-001,200
1530852-Y4-231,Y05,ASAP-0017678-001,200
1530852-Y4-231,Z05,ASAP-0017645-001,200
1530852-Y4-231,A06,ASAP-0017612-001,200
1530852-Y4-231,AA06,ASAP-0017684-001,200
1530852-Y4-231,AB06,ASAP-0017610-001,200
1530852-Y4-231,AC06,ASAP-0017700-001,200
1530852-Y4-231,AD06,ASAP-0017601-001,200
1530852-Y4-231,AE06,ASAP-0017711-001,200
1530852-Y4-231,AF06,ASAP-0017692-001,100
1530852-Y4-231,B06,ASAP-0017701-001,200
1530852-Y4-231,C06,ASAP-0017632-001,200
1530852-Y4-231,D06,ASAP-0017628-001,200
1530852-Y4-231,E06,ASAP-0017710-001,200
1530852-Y4-231,F06,ASAP-0017627-001,200
1530852-Y4-231,G06,ASAP-0017611-001,200
1530852-Y4-231,H06,ASAP-0017708-001,150
1530852-Y4-231,I06,ASAP-0017608-001,200
1530852-Y4-231,J06,ASAP-0017676-001,200
1530852-Y4-231,K06,ASAP-0017706-001,200
1530852-Y4-231,L06,ASAP-0017629-001,200
1530852-Y4-231,M06,ASAP-0017724-001,200
1530852-Y4-231,N06,ASAP-0017691-001,200
1530852-Y4-231,O06,ASAP-0017624-001,200
1530852-Y4-231,P06,ASAP-0017639-001,200
1530852-Y4-231,Q06,ASAP-0017675-001,200
1530852-Y4-231,R06,ASAP-0017745-001,200
1530852-Y4-231,S06,ASAP-0017663-001,200
1530852-Y4-231,T06,ASAP-0017699-001,200
1530852-Y4-231,U06,ASAP-0017733-001,150
1530852-Y4-231,V06,ASAP-0017603-001,200
1530852-Y4-231,W06,ASAP-0017674-001,200
1530852-Y4-231,X06,ASAP-0017633-001,200
1530852-Y4-231,Y06,ASAP-0017693-001,200
1530852-Y4-231,Z06,ASAP-0017739-001,200
1530852-Y4-231,A07,ASAP-0017695-001,200
1530852-Y4-231,B07,ASAP-0017671-001,200
1530852-Y4-231,C07,ASAP-0017686-001,200
1530852-Y4-231,D07,ASAP-0017687-001,200
1530852-Y4-231,E07,ASAP-0017677-001,200
1530852-Y4-231,F07,ASAP-0017640-001,200
1530852-Y4-231,G07,ASAP-0017736-001,200
1530852-Y4-231,H07,ASAP-0017719-001,200
1530852-Y4-231,I07,ASAP-0017688-001,200
1530852-Y4-231,J07,ASAP-0017702-001,200
1530852-Y4-231,K07,ASAP-0017646-001,200
1530852-Y4-231,L07,ASAP-0017609-001,200
1530852-Y4-231,M07,ASAP-0017680-001,200
1530852-Y4-231,N07,ASAP-0017607-001,200
1530852-Y4-231,O07,ASAP-0017606-001,200
1530852-Y4-231,P07,ASAP-0017726-001,200
1530852-Y4-231,Q07,ASAP-0017623-001,200
1530852-Y4-231,R07,ASAP-0017604-001,200
1530852-Y4-231,S07,ASAP-0017626-001,200
1530852-Y4-231,T07,ASAP-0017619-001,200
1530852-Y4-235,A05,ASAP-0020834-001,200
1530852-Y4-235,AA05,ASAP-0020810-001,200
1530852-Y4-235,AB05,ASAP-0020815-001,200
1530852-Y4-235,AC05,ASAP-0020922-001,200
1530852-Y4-235,AD05,ASAP-0020826-001,200
1530852-Y4-235,AE05,ASAP-0020892-001,200
1530852-Y4-235,AF05,ASAP-0020887-001,200
1530852-Y4-235,B05,ASAP-0020856-001,200
1530852-Y4-235,C05,ASAP-0020937-001,200
1530852-Y4-235,D05,ASAP-0020865-001,200
1530852-Y4-235,E05,ASAP-0020898-001,200
1530852-Y4-235,F05,ASAP-0020840-001,200
1530852-Y4-235,G05,ASAP-0020932-001,200
1530852-Y4-235,H05,ASAP-0020837-001,200
1530852-Y4-235,I05,ASAP-0020907-001,200
1530852-Y4-235,J05,ASAP-0020929-001,200
1530852-Y4-235,K05,ASAP-0020832-001,200
1530852-Y4-235,L05,ASAP-0020820-001,200
1530852-Y4-235,M05,ASAP-0020823-001,200
1530852-Y4-235,N05,ASAP-0020817-001,200
1530852-Y4-235,O05,ASAP-0020835-001,200
1530852-Y4-235,P05,ASAP-0020808-001,200
1530852-Y4-235,Q05,ASAP-0020931-001,200
1530852-Y4-235,R05,ASAP-0020859-001,200
1530852-Y4-235,S05,ASAP-0020883-001,200
1530852-Y4-235,T05,ASAP-0020891-001,200
1530852-Y4-235,U05,ASAP-0020889-001,200
1530852-Y4-235,V05,ASAP-0020857-001,200
1530852-Y4-235,W05,ASAP-0020921-001,200
1530852-Y4-235,X05,ASAP-0020893-001,200
1530852-Y4-235,Y05,ASAP-0020863-001,200
1530852-Y4-235,Z05,ASAP-0020807-001,200
1530852-Y4-235,A06,ASAP-0020824-001,200
1530852-Y4-235,B06,ASAP-0020923-001,200
1530852-Y4-235,C06,ASAP-0020833-001,200
1530852-Y4-235,D06,ASAP-0020935-001,200
1530852-Y4-235,E06,ASAP-0020900-001,200
1530852-Y4-235,F06,ASAP-0020911-001,200
1530852-Y4-235,G06,ASAP-0020933-001,200
1530852-Y4-235,H06,ASAP-0020812-001,200
1530852-Y4-235,I06,ASAP-0020825-001,200
1530852-Y4-235,J06,ASAP-0020849-001,200
1530852-Y4-235,K06,ASAP-0020880-001,200
1530852-Y4-235,L06,ASAP-0020897-001,200
1530852-Y4-235,M06,ASAP-0020908-001,200
1530852-Y4-235,N06,ASAP-0020915-001,5
1530852-Y4-235,O06,ASAP-0020809-001,200
1530852-Y4-235,P06,ASAP-0020830-001,200
1530852-Y4-235,Q06,ASAP-0020876-001,200
1530852-Y4-235,R06,ASAP-0020822-001,30
1530852-Y4-235,S06,ASAP-0020928-001,200
1530852-Y4-235,T06,ASAP-0020806-001,200
1530852-Y4-238,A05,ASAP-0021047-001,150
1530852-Y4-238,AA05,ASAP-0021021-001,200
1530852-Y4-238,AB05,ASAP-0021061-001,200
1530852-Y4-238,AC05,ASAP-0020948-001,200
1530852-Y4-238,AD05,ASAP-0021025-001,200
1530852-Y4-238,AE05,ASAP-0021013-001,200
1530852-Y4-238,AF05,ASAP-0021024-001,200
1530852-Y4-238,B05,ASAP-0021020-001,200
1530852-Y4-238,C05,ASAP-0021023-001,200
1530852-Y4-238,D05,ASAP-0021057-001,200
1530852-Y4-238,E05,ASAP-0021034-001,200
1530852-Y4-238,F05,ASAP-0020977-001,200
1530852-Y4-238,G05,ASAP-0020991-001,200
1530852-Y4-238,H05,ASAP-0020967-001,200
1530852-Y4-238,I05,ASAP-0020954-001,200
1530852-Y4-238,J05,ASAP-0020946-001,200
1530852-Y4-238,K05,ASAP-0020959-001,200
1530852-Y4-238,L05,ASAP-0021004-001,200
1530852-Y4-238,M05,ASAP-0020990-001,200
1530852-Y4-238,N05,ASAP-0021058-001,200
1530852-Y4-238,O05,ASAP-0020961-001,200
1530852-Y4-238,P05,ASAP-0020998-001,200
1530852-Y4-238,Q05,ASAP-0021018-001,200
1530852-Y4-238,R05,ASAP-0020969-001,200
1530852-Y4-238,S05,ASAP-0021009-001,200
1530852-Y4-238,T05,ASAP-0021008-001,200
1530852-Y4-238,U05,ASAP-0020982-001,200
1530852-Y4-238,V05,ASAP-0020944-001,200
1530852-Y4-238,W05,ASAP-0020962-001,200
1530852-Y4-238,X05,ASAP-0021014-001,200
1530852-Y4-238,Y05,ASAP-0020978-001,200
1530852-Y4-238,Z05,ASAP-0020992-001,200
1530852-Y4-238,A06,ASAP-0020965-001,200
1530852-Y4-238,AA06,ASAP-0021036-001,200
1530852-Y4-238,AB06,ASAP-0020976-001,200
1530852-Y4-238,AC06,ASAP-0020942-001,200
1530852-Y4-238,AD06,ASAP-0020979-001,200
1530852-Y4-238,AE06,ASAP-0020975-001,200
1530852-Y4-238,AF06,ASAP-0021000-001,200
1530852-Y4-238,B06,ASAP-0021056-001,200
1530852-Y4-238,C06,ASAP-0020987-001,200
1530852-Y4-238,D06,ASAP-0020993-001,200
1530852-Y4-238,E06,ASAP-0020947-001,200
1530852-Y4-238,F06,ASAP-0021063-001,200
1530852-Y4-238,G06,ASAP-0020995-001,200
1530852-Y4-238,H06,ASAP-0021054-001,200
1530852-Y4-238,I06,ASAP-0021017-001,200
1530852-Y4-238,J06,ASAP-0020972-001,200
1530852-Y4-238,K06,ASAP-0021010-001,200
1530852-Y4-238,L06,ASAP-0021051-001,200
1530852-Y4-238,M06,ASAP-0021059-001,200
1530852-Y4-238,N06,ASAP-0021060-001,200
1530852-Y4-238,O06,ASAP-0020986-001,200
1530852-Y4-238,P06,ASAP-0020983-001,200
1530852-Y4-238,Q06,ASAP-0021043-001,100
1530852-Y4-238,R06,ASAP-0021044-001,100
1530852-Y4-238,S06,ASAP-0020943-001,200
1530852-Y4-238,T06,ASAP-0021006-001,200
1530852-Y4-238,U06,ASAP-0021007-001,200
1530852-Y4-238,V06,ASAP-0021048-001,100
1530852-Y4-238,W06,ASAP-0021039-001,100
1530852-Y4-238,X06,ASAP-0020951-001,200
1530852-Y4-238,Y06,ASAP-0021052-001,60
1530852-Y4-238,Z06,ASAP-0021065-001,200
1530852-Y4-238,A07,ASAP-0021015-001,200
1530852-Y4-238,B07,ASAP-0020984-001,200
1530852-Y4-238,C07,ASAP-0021016-001,200
1530852-Y4-238,D07,ASAP-0021029-001,200
1530852-Y4-238,E07,ASAP-0021026-001,200
1530852-Y4-238,F07,ASAP-0021001-001,200
1530852-Y4-238,G07,ASAP-0021030-001,200
1530852-Y4-238,H07,ASAP-0020994-001,200
1530852-Y4-238,I07,ASAP-0021033-001,200
1530852-Y4-238,J07,ASAP-0021028-001,200
1530852-Y4-238,K07,ASAP-0021002-001,200
1530852-Y4-238,L07,ASAP-0021064-001,200
1530852-Y4-238,M07,ASAP-0020940-001,200
1530852-Y4-238,N07,ASAP-0020939-001,200
1530852-Y4-238,O07,ASAP-0021037-001,200
1530852-Y4-238,P07,ASAP-0020952-001,200
1530852-Y4-238,Q07,ASAP-0021053-001,200
1530852-Y4-238,R07,ASAP-0020957-001,200
1530852-Y4-238,S07,ASAP-0020970-001,200
1530852-Y4-238,T07,ASAP-0021038-001,200
1530852-Y4-238,U07,ASAP-0020989-001,200
1530852-Y4-238,V07,ASAP-0021049-001,200
1530852-Y4-238,W07,ASAP-0021042-001,200
1530852-Y4-243,A05,ASAP-0021208-001,200
1530852-Y4-243,B05,ASAP-0021217-001,200
1530852-Y4-243,G05,ASAP-0021097-001,200
1530852-Y4-243,H05,ASAP-0021285-001,200
1530852-Y4-242,A05,ASAP-0021104-001,200
1530852-Y4-242,AA05,ASAP-0021167-001,200
1530852-Y4-242,AB05,ASAP-0021271-001,200
1530852-Y4-242,AC05,ASAP-0021241-001,200
1530852-Y4-242,AD05,ASAP-0021247-001,200
1530852-Y4-242,AE05,ASAP-0021276-001,200
1530852-Y4-242,AF05,ASAP-0021197-001,200
1530852-Y4-242,B05,ASAP-0021148-001,200
1530852-Y4-242,C05,ASAP-0021261-001,200
1530852-Y4-242,D05,ASAP-0021258-001,200
1530852-Y4-242,E05,ASAP-0021255-001,200
1530852-Y4-242,F05,ASAP-0021231-001,200
1530852-Y4-242,G05,ASAP-0021112-001,200
1530852-Y4-242,H05,ASAP-0021136-001,200
1530852-Y4-242,I05,ASAP-0021082-001,200
1530852-Y4-242,J05,ASAP-0021120-001,200
1530852-Y4-242,K05,ASAP-0021085-001,200
1530852-Y4-242,L05,ASAP-0021277-001,200
1530852-Y4-242,M05,ASAP-0021116-001,200
1530852-Y4-242,N05,ASAP-0021193-001,40
1530852-Y4-242,O05,ASAP-0021117-001,200
1530852-Y4-242,P05,ASAP-0021086-001,200
1530852-Y4-242,Q05,ASAP-0021246-001,200
1530852-Y4-242,R05,ASAP-0021257-001,200
1530852-Y4-242,S05,ASAP-0021284-001,200
1530852-Y4-242,T05,ASAP-0021207-001,200
1530852-Y4-242,U05,ASAP-0021248-001,200
1530852-Y4-242,V05,ASAP-0021204-001,200
1530852-Y4-242,W05,ASAP-0021198-001,200
1530852-Y4-242,X05,ASAP-0021253-001,200
1530852-Y4-242,Y05,ASAP-0021171-001,200
1530852-Y4-242,Z05,ASAP-0021236-001,200
1530852-Y4-242,A06,ASAP-0021220-001,200
1530852-Y4-242,AA06,ASAP-0021252-001,200
1530852-Y4-242,AB06,ASAP-0021239-001,200
1530852-Y4-242,AC06,ASAP-0021249-001,200
1530852-Y4-242,AD06,ASAP-0021118-001,200
1530852-Y4-242,AE06,ASAP-0021133-001,200
1530852-Y4-242,AF06,ASAP-0021119-001,100
1530852-Y4-242,O06,ASAP-0021224-001,200
1530852-Y4-242,P06,ASAP-0021163-001,80
1530852-Y4-242,Q06,ASAP-0021191-001,60
1530852-Y4-242,R06,ASAP-0021132-001,200
1530852-Y4-242,S06,ASAP-0021229-001,200
1530852-Y4-242,T06,ASAP-0021282-001,200
1530852-Y4-242,U06,ASAP-0021263-001,200
1530852-Y4-242,V06,ASAP-0021237-001,200
1530852-Y4-242,W06,ASAP-0021245-001,200
1530852-Y4-242,X06,ASAP-0021187-001,200
1530852-Y4-242,Y06,ASAP-0021278-001,200
1530852-Y4-242,Z06,ASAP-0021115-001,200
1530852-Y4-242,A07,ASAP-0021267-001,200
1530852-Y4-242,AA07,ASAP-0021275-001,200
1530852-Y4-242,AA07,ASAP-0021111-001,200
1530852-Y4-242,AB07,ASAP-0021159-001,200
1530852-Y4-242,AB07,ASAP-0021091-001,140
1530852-Y4-242,AC07,ASAP-0021225-001,200
1530852-Y4-242,AC07,ASAP-0021140-001,140
1530852-Y4-242,AD07,ASAP-0021096-001,200
1530852-Y4-242,AD07,ASAP-0021175-001,200
1530852-Y4-242,AE07,ASAP-0021099-001,200
1530852-Y4-242,AE07,ASAP-0021147-001,200
1530852-Y4-242,AF07,ASAP-0021273-001,100
1530852-Y4-242,AF07,ASAP-0021093-001,200
1530852-Y4-242,B07,ASAP-0021202-001,200
1530852-Y4-242,C07,ASAP-0021201-001,50
1530852-Y4-242,D07,ASAP-0021242-001,200
1530852-Y4-242,E07,ASAP-0021233-001,200
1530852-Y4-242,F07,ASAP-0021142-001,200
1530852-Y4-242,G07,ASAP-0021124-001,200
1530852-Y4-242,H07,ASAP-0021210-001,200
1530852-Y4-242,I07,ASAP-0021153-001,200
1530852-Y4-242,J07,ASAP-0021214-001,200
1530852-Y4-242,K07,ASAP-0021235-001,100
1530852-Y4-242,L07,ASAP-0021230-001,200
1530852-Y4-242,M07,ASAP-0021122-001,200
1530852-Y4-242,N07,ASAP-0021145-001,200
1530852-Y4-242,O07,ASAP-0021203-001,200
1530852-Y4-242,P07,ASAP-0021138-001,200
1530852-Y4-242,Q07,ASAP-0021102-001,200
1530852-Y4-242,R07,ASAP-0021194-001,30
1530852-Y4-242,S07,ASAP-0021180-001,200
1530852-Y4-242,T07,ASAP-0021189-001,200
1530852-Y4-242,U07,ASAP-0021169-001,200
1530852-Y4-242,V07,ASAP-0021095-001,200
1530852-Y4-242,W07,ASAP-0021177-001,200
1530852-Y4-242,X07,ASAP-0021199-001,200
1530852-Y4-242,Y07,ASAP-0021144-001,200
1530852-Y4-242,Z07,ASAP-0021108-001,200
1530852-Y4-242,A08,ASAP-0021186-001,200
1530852-Y4-242,B08,ASAP-0021094-001,200
1530852-Y4-242,C08,ASAP-0021127-001,200
1530852-Y4-242,D08,ASAP-0021185-001,200
1530852-Y4-242,E08,ASAP-0021141-001,200
1530852-Y4-242,F08,ASAP-0021265-001,200
1530852-Y4-242,G08,ASAP-0021209-001,200
1530852-Y4-242,H08,ASAP-0021243-001,200
1530852-Y4-242,I08,ASAP-0021164-001,200
1530852-Y4-242,J08,ASAP-0021109-001,200
1530852-Y4-246,A05,ASAP-0021468-001,200
1530852-Y4-246,AA05,ASAP-0021612-001,200
1530852-Y4-246,AB05,ASAP-0021434-001,30
1530852-Y4-246,AC05,ASAP-0021451-001,200
1530852-Y4-246,AD05,ASAP-0021618-001,200
1530852-Y4-246,AE05,ASAP-0021423-001,200
1530852-Y4-246,AF05,ASAP-0021506-001,200
1530852-Y4-246,B05,ASAP-0021353-001,200
1530852-Y4-246,C05,ASAP-0021608-001,200
1530852-Y4-246,D05,ASAP-0021567-001,200
1530852-Y4-246,E05,ASAP-0021363-001,200
1530852-Y4-246,F05,ASAP-0021356-001,200
